belief_change.ai_confidence_slider,belief_change.ai_summary,belief_change.ai_summary_accuracy,belief_change.current_view,belief_change.elaboration,belief_change.has_changed_mind,consent,demographics.age,demographics.education,demographics.gender,disqualified,participant_id,post_chat.chatbot_summary_accuracy,post_chat.final_belief_confidence,prolific_id,timestamps.completed,timestamps.started,views_matrix.climate_change.attention_check,views_matrix.climate_change.ccs_01,views_matrix.climate_change.ccs_02,views_matrix.climate_change.ccs_03,views_matrix.climate_change.ccs_04,views_matrix.climate_change.ccs_05,views_matrix.climate_change.ccs_06,views_matrix.climate_change.ccs_07,views_matrix.climate_change.ccs_08,views_matrix.climate_change.ccs_09,views_matrix.climate_change.ccs_10,views_matrix.climate_change.ccs_11,views_matrix.climate_change.ccs_12,views_matrix.political.economic_issues,views_matrix.political.social_issues
,,,believer,"Yeah, I used to be a sceptic but now I think it's all legit Erm, I spoke with my dad about it the other day. He gets really angry about cliamte stuff and I used to believe him but now it freaked me out Well, I always used to just see the world the way he did but now I'm not so sure I guess I started to think about everything he had told me was true or not and start to wonder if he was making it up, or if he even knew Well, I guess i decided to start looking for points of view that were different I trsut climate scientists a lot more than I used to Well, I watched tsome pretty cool youtubers that seemed legit They weren't as angry as my dad and seemed to have heaps of facts that made sense Heaps, I prefer it I think just being open minded about the whole thing Nah that's all",true,true,30,Bachelor's degree,Man,false,e056ad52-b88a-423c-907c-002ea0bbfbbe,,,edededed,2025-09-03T02:57:42.507Z,2025-09-03T02:53:36.441Z,,,,,,,,,,,,,,6,
,,,neutral,I watched lots of youtube and talked to my friends,true,true,30,Prefer not to say,Man,false,e0a677fc-a9ed-43f5-954f-e7053b69d86f,,85,1234567,2025-09-04T05:45:04.350Z,2025-09-04T05:44:38.901Z,,,,,,,,,,,,,,6,
,,,neutral,End the chat,true,true,56,High school diploma or equivalent,Man,false,e489a472-3798-4eb4-a6a9-9e149346888f,,66,3334343434,2025-09-17T00:34:20.187Z,2025-09-17T00:34:09.748Z,,,,,,,,,,,,,,,
,,,neutral,,false,true,30,Less than high school,Man,false,e54a4d85-415a-42dd-ba94-67d1d6e4c60f,,,wdwdw5655,2025-08-27T23:51:25.724Z,2025-08-27T23:50:52.214Z,,,,,,,,,,,,,,4,
,,,neutral,,true,true,30,"Some college, no degree",Man,false,e8201876-0dea-46cf-ae1d-da6ab73f46c0,,,23423432432,,2025-09-04T05:33:28.418Z,,,,,,,,,,,,,,5,
,,,neutral,"I used to think it was a hoax but now I think it's pretty legit A year ago, I was watching youtube The person said that lots of scientists agree its happening Yeah, my wife also thinks its happening SH's just very nice and listens a lot and I like her opinions on things Yeah",false,true,22,Less than high school,Woman,false,e83e1d3d-1187-4ac1-b6e9-62b9ceaf5108,,,4r4dfyht,,2025-08-28T01:14:26.075Z,,,,,,,,,,,,,,4,
,"I appreciate your honesty. So, it sounds like your perspective has shifted not just to believing in climate change, but also questioning the motivations behind it. Thanks for sharing your insights. 

Here's a quick summary of what I heard from you:
- Your change in belief was gradual as you consumed more media.
- You found that the information made more sense to you over time.
- A key takeaway for you is the belief that “the elites are lying to us.”
- You feel less concerned about climate change now, viewing it as a “hectic hoax.”

Does that sound right? Did I miss anything important?",,believer,"I like media I like right-wing news. way funnier No, I just started watching and it just made mroe and mroe sense Well, yeah. Gradual. Just felt more and more like the truth. Erm, just that the elites are lying to us. Less concerned, I think it's a hectic hoax.",true,true,,,,false,e9cddf33-3c34-4057-b8ff-4dc2b4702235,,,edededed,,2025-09-01T04:43:10.664Z,,,,,,,,,,,,,,,
,,,believer,"I used to think cliamte change was fake Yeah, I was on holiday and it wasn't as hot as I expected",true,true,30,Less than high school,Woman,false,ea362dbf-0776-48da-8c82-e3cbf6cf6556,,,edededed3434,,2025-09-01T23:38:59.559Z,,,,,,,,,,,,,,6,
,,,neutral,,true,true,31,Less than high school,,false,f163cf0e-113b-4bb4-9e4e-0c78284c4b13,,100,59858585885858585885,2025-10-09T00:43:44.275Z,2025-10-09T00:43:11.878Z,,,,,,,,,,,,,,,
,,,neutral,,false,true,30,Less than high school,Man,false,f25c8da7-8257-446a-8890-658286ab7272,,,edededed,2025-08-28T00:59:57.724Z,2025-08-28T00:59:37.132Z,,,,,,,,,,,,,,5,
,,,neutral,,false,true,,,,false,f69a6df3-7d40-4b3e-ae04-6099e6835f0e,,,,,2025-09-15T05:00:01.122Z,,,,,,,,,,,,,,,
,,,neutral,,false,true,30,Less than high school,Man,false,fcd95871-9841-4413-a28d-c89477823ee4,,,wdwdwwdw,,2025-08-27T23:39:19.805Z,,,,,,,,,,,,,,5,
,,,neutral,,true,true,,,,false,fd288cb8-6a1e-462f-a95b-f0743eed0138,,76,23423432432,2025-09-04T22:38:27.450Z,2025-09-04T22:38:09.240Z,,,,,,,,,,,,,,,
